province,province_2nd,regency_city,regency_city_2nd,found_id,province_aliases,province_aliases_2nd,regency_city_aliases,regency_city_aliases_2nd,lat,long
Sumatera Selatan,Sumatera Selatan,Kota Pagar Alam,Kota Pagar Alam,TRUE,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan","Pagar Alam City, Pagar Alam City, Pagar Alam City, Pagar Alam City, Pagar Alam City","Kota Pagar Alam, Kota Pagar Alam, Kota Pagar Alam, Kota Pagar Alam, Kota Pagar Alam",-4.042,103.2279
Sumatera Selatan,Sumatera Selatan,Kota Palembang,Kota Palembang,TRUE,"Sumatera Selatan, Sumatera Selatan, South Sumatra, South Sumatra, South Sumatra","Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan","Kota Palembang, Kota Palembang, Palembang City, Palembang City, Palembang City","Kota Palembang, Kota Palembang, Kota Palembang, Kota Palembang, Kota Palembang",-2.9761,104.7754
Sumatera Selatan,Sumatera Selatan,Kota Prabumulih,Kota Prabumulih,TRUE,"South Sumatra, South Sumatra, South Sumatra, South Sumatra, South Sumatra","Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan, Sumatera Selatan","Prabumulih City, Prabumulih City, Prabumulih City, Prabumulih City, Prabumulih City","Kota Prabumulih, Kota Prabumulih, Kota Prabumulih, Kota Prabumulih, Kota Prabumulih",-3.4214,104.2437
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Bangka,Kabupaten Bangka,TRUE,"Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","Kabupaten Bangka, Kabupaten Bangka, Bangka Regency, Bangka Regency, Bangka Regency","Kabupaten Bangka, Kabupaten Bangka, Kabupaten Bangka, Kabupaten Bangka, Kabupaten Bangka",-1.8743,105.923
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Kabupaten Bangka Barat,TRUE,"Bangka Belitung Islands, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","West Bangka Regency, Kabupaten Bangka Barat, West Bangka Regency, West Bangka Regency, West Bangka Regency","Kabupaten Bangka Barat, Kabupaten Bangka Barat, Kabupaten Bangka Barat, Kabupaten Bangka Barat, Kabupaten Bangka Barat",-1.8405,105.5005
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Bangka Selatan,Kabupaten Bangka Selatan,TRUE,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","South Bangka Regency, South Bangka Regency, South Bangka Regency, South Bangka Regency, South Bangka Regency","Kabupaten Bangka Selatan, Kabupaten Bangka Selatan, Kabupaten Bangka Selatan, Kabupaten Bangka Selatan, Kabupaten Bangka Selatan",-2.7411,106.4406
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,TRUE,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","Central Bangka Regency, Central Bangka Regency, Central Bangka Regency, Central Bangka Regency, Central Bangka Regency","Kabupaten Bangka Tengah, Kabupaten Bangka Tengah, Kabupaten Bangka Tengah, Kabupaten Bangka Tengah, Kabupaten Bangka Tengah",-2.4008,106.2051
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Belitung,Kabupaten Belitung,TRUE,"Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","Belitung Regency, Belitung Regency, Belitung Regency, Belitung Regency","Kabupaten Belitung, Kabupaten Belitung, Kabupaten Belitung, Kabupaten Belitung",-2.7217,107.7636
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Kabupaten Belitung Timur,TRUE,"Bangka Belitung Islands, Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","East Belitung Regency, Kabupaten Belitung Timur, East Belitung Regency, East Belitung Regency, East Belitung Regency","Kabupaten Belitung Timur, Kabupaten Belitung Timur, Kabupaten Belitung Timur, Kabupaten Belitung Timur, Kabupaten Belitung Timur",-2.8678,108.1429
Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kota Pangkal Pinang,TRUE,"Kepulauan Bangka Belitung, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands, Bangka Belitung Islands","Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung, Kepulauan Bangka Belitung","Kota Pangkal Pinang, Pangkal Pinang City, Pangkal Pinang City, Pangkal Pinang City, Pangkal Pinang City","Kota Pangkal Pinang, Kota Pangkal Pinang, Kota Pangkal Pinang, Kota Pangkal Pinang, Kota Pangkal Pinang",-2.1316,106.1169
Lampung,Lampung,Kabupaten Lampung Tengah,Kabupaten Lampung Tengah,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Central Lampung Regency, Central Lampung Regency, Central Lampung Regency, Central Lampung Regency, Central Lampung Regency","Kabupaten Lampung Tengah, Kabupaten Lampung Tengah, Kabupaten Lampung Tengah, Kabupaten Lampung Tengah, Kabupaten Lampung Tengah",-4.8008,105.3131
Lampung,Lampung,Kabupaten Lampung Utara,Kabupaten Lampung Utara,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","North Lampung Regency, Kabupaten Lampung Utara, North Lampung Regency, North Lampung Regency, North Lampung Regency","Kabupaten Lampung Utara, Kabupaten Lampung Utara, Kabupaten Lampung Utara, Kabupaten Lampung Utara, Kabupaten Lampung Utara",-4.8134,104.7521
Lampung,Lampung,Kabupaten Lampung Selatan,Kabupaten Lampung Selatan,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Lampung Selatan, South Lampung Regency, South Lampung Regency, South Lampung Regency, South Lampung Regency","Kabupaten Lampung Selatan, Kabupaten Lampung Selatan, Kabupaten Lampung Selatan, Kabupaten Lampung Selatan, Kabupaten Lampung Selatan",-5.5623,105.5474
Lampung,Lampung,Kabupaten Lampung Barat,Kabupaten Lampung Barat,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","West Lampung Regency, West Lampung Regency, West Lampung Regency, West Lampung Regency, West Lampung Regency","Kabupaten Lampung Barat, Kabupaten Lampung Barat, Kabupaten Lampung Barat, Kabupaten Lampung Barat, Kabupaten Lampung Barat",-5.1095,104.1466
Lampung,Lampung,Kabupaten Lampung Timur,Kabupaten Lampung Timur,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","East Lampung Regency, East Lampung Regency, East Lampung Regency, East Lampung Regency","Kabupaten Lampung Timur, Kabupaten Lampung Timur, Kabupaten Lampung Timur, Kabupaten Lampung Timur",-5.1135,105.6882
Lampung,Lampung,Kabupaten Mesuji,Kabupaten Mesuji,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Mesuji Regency, Kabupaten Mesuji, Mesuji Regency, Mesuji Regency, Mesuji Regency","Kabupaten Mesuji, Kabupaten Mesuji, Kabupaten Mesuji, Kabupaten Mesuji, Kabupaten Mesuji",-4.0045,105.3131
Lampung,Lampung,Kabupaten Pesawaran,Kabupaten Pesawaran,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Pesawaran, Pesawaran Regency, Pesawaran Regency, Pesawaran Regency, Pesawaran Regency","Kabupaten Pesawaran, Kabupaten Pesawaran, Kabupaten Pesawaran, Kabupaten Pesawaran, Kabupaten Pesawaran",-5.4932,105.0791
Lampung,Lampung,Kabupaten Pesisir Barat,Kabupaten Pesisir Barat,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","West Lampung Regency, West Lampung Regency, West Lampung Regency, West Pesisir Regency, Kabupaten Lampung Barat","Kabupaten Lampung Barat, Kabupaten Lampung Barat, Kabupaten Lampung Barat, Kabupaten Pesisir Barat",-5.2928,104.1234
Lampung,Lampung,Kabupaten Pringsewu,Kabupaten Pringsewu,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Pringsewu, Pringsewu Regency, Kabupaten Pringsewu, Pringsewu Regency, Pringsewu Regency","Kabupaten Pringsewu, Kabupaten Pringsewu, Kabupaten Pringsewu, Kabupaten Pringsewu, Kabupaten Pringsewu",-5.3331,104.9856
Lampung,Lampung,Kabupaten Tulang Bawang,Kabupaten Tulang Bawang,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Tulang Bawang Regency, Tulang Bawang Regency, Kabupaten Tulang Bawang, Tulang Bawang Regency, Tulang Bawang Regency","Kabupaten Tulang Bawang, Kabupaten Tulang Bawang, Kabupaten Tulang Bawang, Kabupaten Tulang Bawang, Kabupaten Tulang Bawang",-4.3177,105.5005
Lampung,Lampung,Kabupaten Tulang Bawang Barat,Kabupaten Tulang Bawang Barat,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Tulang Bawang Barat, West Tulang Bawang Regency, West Tulang Bawang Regency, West Tulang Bawang Regency","Kabupaten Tulang Bawang Barat, Kabupaten Tulang Bawang Barat, Kabupaten Tulang Bawang Barat, Kabupaten Tulang Bawang Barat",-4.5257,105.0791
Lampung,Lampung,Kabupaten Tanggamus,Kabupaten Tanggamus,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kabupaten Tanggamus, Kabupaten Tanggamus, Tanggamus Regency, Tanggamus Regency, Tanggamus Regency","Kabupaten Tanggamus, Kabupaten Tanggamus, Kabupaten Tanggamus, Kabupaten Tanggamus, Kabupaten Tanggamus",-5.3027,104.5655
Lampung,Lampung,Kabupaten Way Kanan,Kabupaten Way Kanan,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Way Kanan Regency, Kabupaten Way Kanan, Way Kanan Regency, Way Kanan Regency, Way Kanan Regency","Kabupaten Way Kanan, Kabupaten Way Kanan, Kabupaten Way Kanan, Kabupaten Way Kanan, Kabupaten Way Kanan",-4.4964,104.5655
Lampung,Lampung,Kota Bandar Lampung,Kota Bandar Lampung,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Bandar Lampung City, Bandar Lampung City, Bandar Lampung City, Bandar Lampung City, Bandar Lampung City","Kota Bandar Lampung, Kota Bandar Lampung, Kota Bandar Lampung, Kota Bandar Lampung, Kota Bandar Lampung",-5.3971,105.2668
Lampung,Lampung,Kota Metro,Kota Metro,TRUE,"Lampung, Lampung, Lampung, Lampung, Lampung","Lampung, Lampung, Lampung, Lampung, Lampung","Kota Metro, Metro City, Metro City, Metro City, Metro City","Kota Metro, Kota Metro, Kota Metro, Kota Metro, Kota Metro",-5.1178,105.3073
Banten,Banten,Kabupaten Lebak,Kabupaten Lebak,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Kabupaten Lebak, Lebak Regency, Lebak Regency, Lebak Regency, Lebak Regency","Kabupaten Lebak, Kabupaten Lebak, Kabupaten Lebak, Kabupaten Lebak, Kabupaten Lebak",-6.5644,106.2522
Banten,Banten,Kabupaten Pandeglang,Kabupaten Pandeglang,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Kabupaten Pandeglang, Pandeglang Regency, Pandeglang Regency, Pandeglang Regency, Pandeglang Regency","Kabupaten Pandeglang, Kabupaten Pandeglang, Kabupaten Pandeglang, Kabupaten Pandeglang, Kabupaten Pandeglang",-6.7483,105.6882
Banten,Banten,Kabupaten Serang,Kabupaten Serang,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Kabupaten Serang, Serang Regency, Serang Regency, Serang Regency, Serang Regency","Kabupaten Serang, Kabupaten Serang, Kabupaten Serang, Kabupaten Serang, Kabupaten Serang",-6.1397,106.0405
Banten,Banten,Kabupaten Tangerang,Kabupaten Tangerang,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Tangerang Regency, Tangerang Regency, Tangerang Regency, Tangerang Regency, Tangerang Regency","Kabupaten Tangerang, Kabupaten Tangerang, Kabupaten Tangerang, Kabupaten Tangerang, Kabupaten Tangerang",-6.1872,106.4877
Banten,Banten,Kota Cilegon,Kota Cilegon,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Kota Cilegon, Kota Cilegon, Kota Cilegon, Cilegon, Cilegon","Kota Cilegon, Kota Cilegon, Kota Cilegon, Kota Cilegon, Kota Cilegon",-6.0025,106.0111
Banten,Banten,Kota Serang,Kota Serang,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Serang City, Kota Serang, Kota Serang, Kota Serang, Serang City","Kota Serang, Kota Serang, Kota Serang, Kota Serang, Kota Serang",-6.1104,106.164
Banten,Banten,Kota Tangerang,Kota Tangerang,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","Kota Tangerang, Kota Tangerang, Kota Tangerang, Tangerang City, Tangerang City","Kota Tangerang, Kota Tangerang, Kota Tangerang, Kota Tangerang, Kota Tangerang",-6.2024,106.6527
Banten,Banten,Kota Tangerang Selatan,Kota Tangerang Selatan,TRUE,"Banten, Banten, Banten, Banten, Banten","Banten, Banten, Banten, Banten, Banten","South Tangerang City, South Tangerang City, South Tangerang City, South Tangerang City, South Tangerang City","Kota Tangerang Selatan, Kota Tangerang Selatan, Kota Tangerang Selatan, Kota Tangerang Selatan, Kota Tangerang Selatan",-6.2835,106.7113
Jawa Barat,Jawa Barat,Kabupaten Bandung,Kabupaten Bandung,TRUE,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Bandung, Kabupaten Bandung, Bandung Regency, Bandung Regency, Bandung Regency","Kabupaten Bandung, Kabupaten Bandung, Kabupaten Bandung, Kabupaten Bandung, Kabupaten Bandung",-7.1341,107.6215
Jawa Barat,Jawa Barat,Kabupaten Bandung Barat,Kabupaten Bandung Barat,TRUE,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Bandung Barat, Kabupaten Bandung Barat, West Bandung Regency, West Bandung Regency, West Bandung Regency","Kabupaten Bandung Barat, Kabupaten Bandung Barat, Kabupaten Bandung Barat, Kabupaten Bandung Barat, Kabupaten Bandung Barat",-6.8652,107.492
Jawa Barat,Jawa Barat,Kabupaten Bekasi,Kabupaten Bekasi,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Bekasi Regency, Kabupaten Bekasi, Bekasi Regency, Bekasi Regency, Bekasi Regency","Kabupaten Bekasi, Kabupaten Bekasi, Kabupaten Bekasi, Kabupaten Bekasi, Kabupaten Bekasi",-6.2474,107.1485
Jawa Barat,Jawa Barat,Kabupaten Bogor,Kabupaten Bogor,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Bogor Regency, Bogor Regency, Bogor Regency, Bogor Regency, Bogor Regency","Kabupaten Bogor, Kabupaten Bogor, Kabupaten Bogor, Kabupaten Bogor, Kabupaten Bogor",-6.5518,106.6291
Jawa Barat,Jawa Barat,Kabupaten Ciamis,Kabupaten Ciamis,TRUE,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Ciamis, Ciamis Regency, Ciamis Regency","Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Ciamis",-7.3321,108.3493
Jawa Barat,Jawa Barat,Kabupaten Cianjur,Kabupaten Cianjur,TRUE,"Jawa Barat, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Cianjur, Cianjur Regency, Cianjur Regency, Cianjur Regency, Cianjur Regency","Kabupaten Cianjur, Kabupaten Cianjur, Kabupaten Cianjur, Kabupaten Cianjur, Kabupaten Cianjur",-7.358,107.1957
Jawa Barat,Jawa Barat,Kabupaten Cirebon,Kabupaten Cirebon,TRUE,"Jawa Barat, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Cirebon, Kabupaten Cirebon, Cirebon, Cirebon, Cirebon","Kabupaten Cirebon, Kabupaten Cirebon, Kabupaten Cirebon, Kabupaten Cirebon, Kabupaten Cirebon",-6.6899,108.4751
Jawa Barat,Jawa Barat,Kabupaten Garut,Kabupaten Garut,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Garut Regency, Garut Regency, Garut Regency, Garut Regency, Garut Regency","Kabupaten Garut, Kabupaten Garut, Kabupaten Garut, Kabupaten Garut, Kabupaten Garut",-7.5012,107.7636
Jawa Barat,Jawa Barat,Kabupaten Indramayu,Kabupaten Indramayu,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Indramayu Regency, Kabupaten Indramayu, Indramayu Regency, Indramayu Regency, Indramayu Regency","Kabupaten Indramayu, Kabupaten Indramayu, Kabupaten Indramayu, Kabupaten Indramayu, Kabupaten Indramayu",-6.3373,108.3258
Jawa Barat,Jawa Barat,Kabupaten Karawang,Karawang,FALSE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, West Java, Jawa Barat, Jawa Barat, Jawa Barat","Karawang, Karawang, Karawang, Karawang, Karawang, Karawang Regency, Kabupaten Karawang","Karawang, Karawang, Karawang, Karawang, Karawang",-6.3227,107.3376
Jawa Barat,Jawa Barat,Kabupaten Kuningan,Kabupaten Kuningan,TRUE,"Jawa Barat, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kabupaten Kuningan, Kuningan Regency, Kuningan Regency, Kuningan Regency, Kuningan Regency","Kabupaten Kuningan, Kabupaten Kuningan, Kabupaten Kuningan, Kabupaten Kuningan, Kabupaten Kuningan",-7.0138,108.5701
Jawa Barat,Jawa Barat,Kabupaten Majalengka,Kabupaten Majalengka,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Majalengka Regency, Majalengka Regency, Majalengka Regency, Majalengka Regency, Majalengka Regency","Kabupaten Majalengka, Kabupaten Majalengka, Kabupaten Majalengka, Kabupaten Majalengka, Kabupaten Majalengka",-6.7791,108.2852
Jawa Barat,Jawa Barat,Kabupaten Pangandaran,Kabupaten Pangandaran,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Pangandaran Regency, Kabupaten Pangandaran, Ciamis Regency, Ciamis Regency, Pangandaran Regency","Kabupaten Pangandaran, Kabupaten Pangandaran, Kabupaten Ciamis, Kabupaten Ciamis, Kabupaten Pangandaran",-7.6151,108.4988
Jawa Barat,Jawa Barat,Kabupaten Purwakarta,Kabupaten Purwakarta,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Purwakarta Regency, Purwakarta Regency, Purwakarta Regency, Purwakarta Regency, Purwakarta Regency","Kabupaten Purwakarta, Kabupaten Purwakarta, Kabupaten Purwakarta, Kabupaten Purwakarta, Kabupaten Purwakarta",-6.5649,107.4322
Jawa Barat,Jawa Barat,Kabupaten Subang,Kabupaten Subang,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Subang Regency, Subang Regency, Subang Regency, Subang Regency, Subang Regency","Kabupaten Subang, Kabupaten Subang, Kabupaten Subang, Kabupaten Subang, Kabupaten Subang",-6.3488,107.7636
Jawa Barat,Jawa Barat,Kabupaten Sukabumi,Kabupaten Sukabumi,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Sukabumi Regency, Kabupaten Sukabumi, Sukabumi Regency, Sukabumi Regency, Sukabumi Regency","Kabupaten Sukabumi, Kabupaten Sukabumi, Kabupaten Sukabumi, Kabupaten Sukabumi, Kabupaten Sukabumi",-6.8649,106.9536
Jawa Barat,Jawa Barat,Kabupaten Sumedang,Kabupaten Sumedang,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Sumedang Regency, Sumedang Regency, Sumedang Regency, Sumedang Regency, Sumedang Regency","Kabupaten Sumedang, Kabupaten Sumedang, Kabupaten Sumedang, Kabupaten Sumedang, Kabupaten Sumedang",-6.8329,107.9532
Jawa Barat,Jawa Barat,Kabupaten Tasikmalaya,Kabupaten Tasikmalaya,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Tasikmalaya Regency, Kabupaten Tasikmalaya, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya Regency","Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya",-7.6513,108.1429
Jawa Barat,Jawa Barat,Kota Bandung,Kota Bandung,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Bandung City, Kota Bandung, Bandung City, Bandung City, Bandung City","Kota Bandung, Kota Bandung, Kota Bandung, Kota Bandung, Kota Bandung",-6.9175,107.6191
Jawa Barat,Jawa Barat,Kota Banjar,Kota Banjar,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Banjar City, Kota Banjar, Banjar City, Banjar City, Banjar City","Kota Banjar, Kota Banjar, Kota Banjar, Kota Banjar, Kota Banjar",-7.3707,108.5342
Jawa Barat,Jawa Barat,Kota Bekasi,Kota Bekasi,TRUE,"West Java, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Bekasi City, Kota Bekasi, Kota Bekasi, Kota Bekasi, Kota Bekasi","Kota Bekasi, Kota Bekasi, Kota Bekasi, Kota Bekasi, Kota Bekasi",-6.2383,106.9756
Jawa Barat,Jawa Barat,Kota Bogor,Kota Bogor,TRUE,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kota Bogor, Kota Bogor, Kota Bogor, Bogor City, Bogor City","Kota Bogor, Kota Bogor, Kota Bogor, Kota Bogor, Kota Bogor",-6.5971,106.806
Jawa Barat,Jawa Barat,Kota Cimahi,Kota Cimahi,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Cimahi City, Cimahi City, Cimahi City, Cimahi City, Cimahi City","Kota Cimahi, Kota Cimahi, Kota Cimahi, Kota Cimahi, Kota Cimahi",-6.8841,107.5413
Jawa Barat,Jawa Barat,Kota Cirebon,Kota Cirebon,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Cirebon City, Kota Cirebon, Cirebon City, Cirebon City, Cirebon City","Kota Cirebon, Kota Cirebon, Kota Cirebon, Kota Cirebon, Kota Cirebon",-6.732,108.5523
Jawa Barat,Jawa Barat,Kota Depok,Kota Depok,TRUE,"Jawa Barat, Jawa Barat, Jawa Barat, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Kota Depok, Kota Depok, Kota Depok, Depok City, Depok City","Kota Depok, Kota Depok, Kota Depok, Kota Depok, Kota Depok",-6.4025,106.7942
Jawa Barat,Jawa Barat,Kota Sukabumi,Kabupaten Sukabumi,TRUE,"West Java, West Java, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Sukabumi City, Sukabumi City, Sukabumi City, Sukabumi City, Sukabumi Regency","Kota Sukabumi, Kota Sukabumi, Kota Sukabumi, Kota Sukabumi, Kabupaten Sukabumi",-6.9277,106.93
Jawa Barat,Jawa Barat,Kota Tasikmalaya,Kabupaten Tasikmalaya,TRUE,"West Java, Jawa Barat, West Java, West Java, West Java","Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat, Jawa Barat","Tasikmalaya Regency, Kabupaten Tasikmalaya, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya Regency, Tasikmalaya City","Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya, Kabupaten Tasikmalaya",-7.3506,108.2172
